bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure,bpos,sdist,bheight,bwidth,time,pressure
4,6,2,10,0.0274,101418,4,10,2,10,0.0274,101329,4,20,2,10,0.0274,101325,5,6,2,10,0.0274,101408,5,10,2,10,0.0274,101329,5,20,2,10,0.0274,101325,6,6,2,10,0.0274,101383,6,10,2,10,0.0274,101328,6,20,2,10,0.0274,101325,5,6,2,5,0.0274,101410,5,10,2,5,0.0274,101329,5,20,2,5,0.0274,101325,5,6,3,5,0.0274,101330,5,10,3,5,0.0274,101325,5,20,3,5,0.0274,101325,5,6,4,5,0.0274,101335,5,10,4,5,0.0274,101325,5,20,4,5,0.0274,101325
4,6,2,10,0.0275,101420,4,10,2,10,0.0275,101329,4,20,2,10,0.0275,101325,5,6,2,10,0.0275,101410,5,10,2,10,0.0275,101329,5,20,2,10,0.0275,101325,6,6,2,10,0.0275,101385,6,10,2,10,0.0275,101328,6,20,2,10,0.0275,101325,5,6,2,5,0.0275,101413,5,10,2,5,0.0275,101329,5,20,2,5,0.0275,101325,5,6,3,5,0.0275,101330,5,10,3,5,0.0275,101325,5,20,3,5,0.0275,101325,5,6,4,5,0.0275,101335,5,10,4,5,0.0275,101325,5,20,4,5,0.0275,101325
4,6,2,10,0.0276,101422,4,10,2,10,0.0276,101329,4,20,2,10,0.0276,101325,5,6,2,10,0.0276,101412,5,10,2,10,0.0276,101330,5,20,2,10,0.0276,101325,6,6,2,10,0.0276,101388,6,10,2,10,0.0276,101329,6,20,2,10,0.0276,101325,5,6,2,5,0.0276,101415,5,10,2,5,0.0276,101330,5,20,2,5,0.0276,101325,5,6,3,5,0.0276,101331,5,10,3,5,0.0276,101325,5,20,3,5,0.0276,101325,5,6,4,5,0.0276,101336,5,10,4,5,0.0276,101325,5,20,4,5,0.0276,101325
4,6,2,10,0.0277,101425,4,10,2,10,0.0277,101330,4,20,2,10,0.0277,101325,5,6,2,10,0.0277,101414,5,10,2,10,0.0277,101330,5,20,2,10,0.0277,101325,6,6,2,10,0.0277,101390,6,10,2,10,0.0277,101329,6,20,2,10,0.0277,101325,5,6,2,5,0.0277,101417,5,10,2,5,0.0277,101330,5,20,2,5,0.0277,101325,5,6,3,5,0.0277,101332,5,10,3,5,0.0277,101325,5,20,3,5,0.0277,101325,5,6,4,5,0.0277,101336,5,10,4,5,0.0277,101325,5,20,4,5,0.0277,101325
4,6,2,10,0.0278,101428,4,10,2,10,0.0278,101330,4,20,2,10,0.0278,101325,5,6,2,10,0.0278,101417,5,10,2,10,0.0278,101331,5,20,2,10,0.0278,101325,6,6,2,10,0.0278,101392,6,10,2,10,0.0278,101330,6,20,2,10,0.0278,101325,5,6,2,5,0.0278,101419,5,10,2,5,0.0278,101331,5,20,2,5,0.0278,101325,5,6,3,5,0.0278,101333,5,10,3,5,0.0278,101325,5,20,3,5,0.0278,101325,5,6,4,5,0.0278,101337,5,10,4,5,0.0278,101325,5,20,4,5,0.0278,101325
4,6,2,10,0.0279,101431,4,10,2,10,0.0279,101331,4,20,2,10,0.0279,101325,5,6,2,10,0.0279,101419,5,10,2,10,0.0279,101331,5,20,2,10,0.0279,101325,6,6,2,10,0.0279,101394,6,10,2,10,0.0279,101330,6,20,2,10,0.0279,101325,5,6,2,5,0.0279,101422,5,10,2,5,0.0279,101331,5,20,2,5,0.0279,101325,5,6,3,5,0.0279,101334,5,10,3,5,0.0279,101325,5,20,3,5,0.0279,101325,5,6,4,5,0.0279,101337,5,10,4,5,0.0279,101325,5,20,4,5,0.0279,101325
4,6,2,10,0.028,101434,4,10,2,10,0.028,101331,4,20,2,10,0.028,101325,5,6,2,10,0.028,101421,5,10,2,10,0.028,101332,5,20,2,10,0.028,101325,6,6,2,10,0.028,101396,6,10,2,10,0.028,101331,6,20,2,10,0.028,101325,5,6,2,5,0.028,101424,5,10,2,5,0.028,101332,5,20,2,5,0.028,101325,5,6,3,5,0.028,101335,5,10,3,5,0.028,101325,5,20,3,5,0.028,101325,5,6,4,5,0.028,101337,5,10,4,5,0.028,101325,5,20,4,5,0.028,101325
4,6,2,10,0.0281,101438,4,10,2,10,0.0281,101332,4,20,2,10,0.0281,101325,5,6,2,10,0.0281,101424,5,10,2,10,0.0281,101332,5,20,2,10,0.0281,101325,6,6,2,10,0.0281,101398,6,10,2,10,0.0281,101331,6,20,2,10,0.0281,101325,5,6,2,5,0.0281,101427,5,10,2,5,0.0281,101332,5,20,2,5,0.0281,101325,5,6,3,5,0.0281,101336,5,10,3,5,0.0281,101325,5,20,3,5,0.0281,101325,5,6,4,5,0.0281,101337,5,10,4,5,0.0281,101325,5,20,4,5,0.0281,101325
4,6,2,10,0.0282,101442,4,10,2,10,0.0282,101333,4,20,2,10,0.0282,101325,5,6,2,10,0.0282,101426,5,10,2,10,0.0282,101333,5,20,2,10,0.0282,101325,6,6,2,10,0.0282,101400,6,10,2,10,0.0282,101332,6,20,2,10,0.0282,101325,5,6,2,5,0.0282,101430,5,10,2,5,0.0282,101333,5,20,2,5,0.0282,101325,5,6,3,5,0.0282,101337,5,10,3,5,0.0282,101325,5,20,3,5,0.0282,101325,5,6,4,5,0.0282,101338,5,10,4,5,0.0282,101325,5,20,4,5,0.0282,101325
4,6,2,10,0.0283,101445,4,10,2,10,0.0283,101333,4,20,2,10,0.0283,101325,5,6,2,10,0.0283,101429,5,10,2,10,0.0283,101334,5,20,2,10,0.0283,101325,6,6,2,10,0.0283,101402,6,10,2,10,0.0283,101332,6,20,2,10,0.0283,101325,5,6,2,5,0.0283,101433,5,10,2,5,0.0283,101334,5,20,2,5,0.0283,101325,5,6,3,5,0.0283,101339,5,10,3,5,0.0283,101325,5,20,3,5,0.0283,101325,5,6,4,5,0.0283,101338,5,10,4,5,0.0283,101325,5,20,4,5,0.0283,101325
4,6,2,10,0.0284,101450,4,10,2,10,0.0284,101334,4,20,2,10,0.0284,101325,5,6,2,10,0.0284,101432,5,10,2,10,0.0284,101334,5,20,2,10,0.0284,101325,6,6,2,10,0.0284,101404,6,10,2,10,0.0284,101333,6,20,2,10,0.0284,101325,5,6,2,5,0.0284,101436,5,10,2,5,0.0284,101334,5,20,2,5,0.0284,101325,5,6,3,5,0.0284,101340,5,10,3,5,0.0284,101325,5,20,3,5,0.0284,101325,5,6,4,5,0.0284,101338,5,10,4,5,0.0284,101325,5,20,4,5,0.0284,101325
4,6,2,10,0.0285,101454,4,10,2,10,0.0285,101334,4,20,2,10,0.0285,101325,5,6,2,10,0.0285,101436,5,10,2,10,0.0285,101335,5,20,2,10,0.0285,101325,6,6,2,10,0.0285,101406,6,10,2,10,0.0285,101334,6,20,2,10,0.0285,101325,5,6,2,5,0.0285,101440,5,10,2,5,0.0285,101335,5,20,2,5,0.0285,101325,5,6,3,5,0.0285,101342,5,10,3,5,0.0285,101325,5,20,3,5,0.0285,101325,5,6,4,5,0.0285,101338,5,10,4,5,0.0285,101325,5,20,4,5,0.0285,101325
4,6,2,10,0.0286,101459,4,10,2,10,0.0286,101335,4,20,2,10,0.0286,101325,5,6,2,10,0.0286,101439,5,10,2,10,0.0286,101336,5,20,2,10,0.0286,101325,6,6,2,10,0.0286,101408,6,10,2,10,0.0286,101334,6,20,2,10,0.0286,101325,5,6,2,5,0.0286,101443,5,10,2,5,0.0286,101336,5,20,2,5,0.0286,101325,5,6,3,5,0.0286,101343,5,10,3,5,0.0286,101326,5,20,3,5,0.0286,101325,5,6,4,5,0.0286,101338,5,10,4,5,0.0286,101326,5,20,4,5,0.0286,101325
4,6,2,10,0.0287,101464,4,10,2,10,0.0287,101336,4,20,2,10,0.0287,101325,5,6,2,10,0.0287,101443,5,10,2,10,0.0287,101336,5,20,2,10,0.0287,101325,6,6,2,10,0.0287,101410,6,10,2,10,0.0287,101335,6,20,2,10,0.0287,101325,5,6,2,5,0.0287,101447,5,10,2,5,0.0287,101336,5,20,2,5,0.0287,101325,5,6,3,5,0.0287,101345,5,10,3,5,0.0287,101326,5,20,3,5,0.0287,101325,5,6,4,5,0.0287,101338,5,10,4,5,0.0287,101326,5,20,4,5,0.0287,101325
4,6,2,10,0.0288,101469,4,10,2,10,0.0288,101336,4,20,2,10,0.0288,101325,5,6,2,10,0.0288,101447,5,10,2,10,0.0288,101337,5,20,2,10,0.0288,101325,6,6,2,10,0.0288,101412,6,10,2,10,0.0288,101336,6,20,2,10,0.0288,101325,5,6,2,5,0.0288,101451,5,10,2,5,0.0288,101337,5,20,2,5,0.0288,101325,5,6,3,5,0.0288,101346,5,10,3,5,0.0288,101326,5,20,3,5,0.0288,101325,5,6,4,5,0.0288,101338,5,10,4,5,0.0288,101326,5,20,4,5,0.0288,101325
4,6,2,10,0.0289,101474,4,10,2,10,0.0289,101337,4,20,2,10,0.0289,101325,5,6,2,10,0.0289,101451,5,10,2,10,0.0289,101337,5,20,2,10,0.0289,101325,6,6,2,10,0.0289,101415,6,10,2,10,0.0289,101336,6,20,2,10,0.0289,101325,5,6,2,5,0.0289,101455,5,10,2,5,0.0289,101337,5,20,2,5,0.0289,101325,5,6,3,5,0.0289,101348,5,10,3,5,0.0289,101326,5,20,3,5,0.0289,101325,5,6,4,5,0.0289,101338,5,10,4,5,0.0289,101326,5,20,4,5,0.0289,101325
4,6,2,10,0.029,101480,4,10,2,10,0.029,101337,4,20,2,10,0.029,101325,5,6,2,10,0.029,101455,5,10,2,10,0.029,101338,5,20,2,10,0.029,101325,6,6,2,10,0.029,101417,6,10,2,10,0.029,101337,6,20,2,10,0.029,101325,5,6,2,5,0.029,101460,5,10,2,5,0.029,101338,5,20,2,5,0.029,101325,5,6,3,5,0.029,101349,5,10,3,5,0.029,101326,5,20,3,5,0.029,101325,5,6,4,5,0.029,101337,5,10,4,5,0.029,101326,5,20,4,5,0.029,101325
4,6,2,10,0.0291,101486,4,10,2,10,0.0291,101338,4,20,2,10,0.0291,101325,5,6,2,10,0.0291,101460,5,10,2,10,0.0291,101339,5,20,2,10,0.0291,101325,6,6,2,10,0.0291,101419,6,10,2,10,0.0291,101337,6,20,2,10,0.0291,101325,5,6,2,5,0.0291,101464,5,10,2,5,0.0291,101339,5,20,2,5,0.0291,101325,5,6,3,5,0.0291,101351,5,10,3,5,0.0291,101326,5,20,3,5,0.0291,101325,5,6,4,5,0.0291,101337,5,10,4,5,0.0291,101326,5,20,4,5,0.0291,101325
4,6,2,10,0.0292,101492,4,10,2,10,0.0292,101339,4,20,2,10,0.0292,101325,5,6,2,10,0.0292,101464,5,10,2,10,0.0292,101339,5,20,2,10,0.0292,101325,6,6,2,10,0.0292,101422,6,10,2,10,0.0292,101338,6,20,2,10,0.0292,101325,5,6,2,5,0.0292,101469,5,10,2,5,0.0292,101339,5,20,2,5,0.0292,101325,5,6,3,5,0.0292,101352,5,10,3,5,0.0292,101326,5,20,3,5,0.0292,101325,5,6,4,5,0.0292,101337,5,10,4,5,0.0292,101326,5,20,4,5,0.0292,101325
4,6,2,10,0.0293,101498,4,10,2,10,0.0293,101339,4,20,2,10,0.0293,101325,5,6,2,10,0.0293,101469,5,10,2,10,0.0293,101340,5,20,2,10,0.0293,101325,6,6,2,10,0.0293,101424,6,10,2,10,0.0293,101339,6,20,2,10,0.0293,101325,5,6,2,5,0.0293,101474,5,10,2,5,0.0293,101340,5,20,2,5,0.0293,101325,5,6,3,5,0.0293,101354,5,10,3,5,0.0293,101327,5,20,3,5,0.0293,101325,5,6,4,5,0.0293,101336,5,10,4,5,0.0293,101327,5,20,4,5,0.0293,101325
4,6,2,10,0.0294,101505,4,10,2,10,0.0294,101339,4,20,2,10,0.0294,101325,5,6,2,10,0.0294,101475,5,10,2,10,0.0294,101340,5,20,2,10,0.0294,101325,6,6,2,10,0.0294,101427,6,10,2,10,0.0294,101339,6,20,2,10,0.0294,101325,5,6,2,5,0.0294,101480,5,10,2,5,0.0294,101340,5,20,2,5,0.0294,101325,5,6,3,5,0.0294,101355,5,10,3,5,0.0294,101327,5,20,3,5,0.0294,101325,5,6,4,5,0.0294,101336,5,10,4,5,0.0294,101327,5,20,4,5,0.0294,101325
4,6,2,10,0.0295,101512,4,10,2,10,0.0295,101340,4,20,2,10,0.0295,101325,5,6,2,10,0.0295,101480,5,10,2,10,0.0295,101341,5,20,2,10,0.0295,101325,6,6,2,10,0.0295,101430,6,10,2,10,0.0295,101340,6,20,2,10,0.0295,101325,5,6,2,5,0.0295,101485,5,10,2,5,0.0295,101340,5,20,2,5,0.0295,101325,5,6,3,5,0.0295,101357,5,10,3,5,0.0295,101327,5,20,3,5,0.0295,101325,5,6,4,5,0.0295,101336,5,10,4,5,0.0295,101327,5,20,4,5,0.0295,101325
4,6,2,10,0.0296,101519,4,10,2,10,0.0296,101340,4,20,2,10,0.0296,101325,5,6,2,10,0.0296,101486,5,10,2,10,0.0296,101341,5,20,2,10,0.0296,101325,6,6,2,10,0.0296,101433,6,10,2,10,0.0296,101340,6,20,2,10,0.0296,101325,5,6,2,5,0.0296,101491,5,10,2,5,0.0296,101341,5,20,2,5,0.0296,101325,5,6,3,5,0.0296,101358,5,10,3,5,0.0296,101327,5,20,3,5,0.0296,101325,5,6,4,5,0.0296,101335,5,10,4,5,0.0296,101327,5,20,4,5,0.0296,101325
4,6,2,10,0.0297,101526,4,10,2,10,0.0297,101341,4,20,2,10,0.0297,101325,5,6,2,10,0.0297,101492,5,10,2,10,0.0297,101341,5,20,2,10,0.0297,101325,6,6,2,10,0.0297,101436,6,10,2,10,0.0297,101341,6,20,2,10,0.0297,101325,5,6,2,5,0.0297,101497,5,10,2,5,0.0297,101341,5,20,2,5,0.0297,101325,5,6,3,5,0.0297,101360,5,10,3,5,0.0297,101328,5,20,3,5,0.0297,101325,5,6,4,5,0.0297,101335,5,10,4,5,0.0297,101328,5,20,4,5,0.0297,101325
4,6,2,10,0.0298,101533,4,10,2,10,0.0298,101341,4,20,2,10,0.0298,101325,5,6,2,10,0.0298,101498,5,10,2,10,0.0298,101342,5,20,2,10,0.0298,101325,6,6,2,10,0.0298,101440,6,10,2,10,0.0298,101341,6,20,2,10,0.0298,101325,5,6,2,5,0.0298,101503,5,10,2,5,0.0298,101341,5,20,2,5,0.0298,101325,5,6,3,5,0.0298,101361,5,10,3,5,0.0298,101328,5,20,3,5,0.0298,101325,5,6,4,5,0.0298,101334,5,10,4,5,0.0298,101328,5,20,4,5,0.0298,101325
4,6,2,10,0.0299,101541,4,10,2,10,0.0299,101341,4,20,2,10,0.0299,101325,5,6,2,10,0.0299,101505,5,10,2,10,0.0299,101342,5,20,2,10,0.0299,101325,6,6,2,10,0.0299,101443,6,10,2,10,0.0299,101342,6,20,2,10,0.0299,101325,5,6,2,5,0.0299,101509,5,10,2,5,0.0299,101342,5,20,2,5,0.0299,101325,5,6,3,5,0.0299,101363,5,10,3,5,0.0299,101328,5,20,3,5,0.0299,101325,5,6,4,5,0.0299,101334,5,10,4,5,0.0299,101328,5,20,4,5,0.0299,101325
4,6,2,10,0.03,101548,4,10,2,10,0.03,101341,4,20,2,10,0.03,101325,5,6,2,10,0.03,101511,5,10,2,10,0.03,101342,5,20,2,10,0.03,101325,6,6,2,10,0.03,101447,6,10,2,10,0.03,101342,6,20,2,10,0.03,101325,5,6,2,5,0.03,101516,5,10,2,5,0.03,101342,5,20,2,5,0.03,101325,5,6,3,5,0.03,101364,5,10,3,5,0.03,101328,5,20,3,5,0.03,101325,5,6,4,5,0.03,101333,5,10,4,5,0.03,101328,5,20,4,5,0.03,101325
4,6,2,10,0.0301,101556,4,10,2,10,0.0301,101341,4,20,2,10,0.0301,101325,5,6,2,10,0.0301,101518,5,10,2,10,0.0301,101342,5,20,2,10,0.0301,101325,6,6,2,10,0.0301,101451,6,10,2,10,0.0301,101342,6,20,2,10,0.0301,101325,5,6,2,5,0.0301,101523,5,10,2,5,0.0301,101342,5,20,2,5,0.0301,101325,5,6,3,5,0.0301,101365,5,10,3,5,0.0301,101329,5,20,3,5,0.0301,101325,5,6,4,5,0.0301,101333,5,10,4,5,0.0301,101329,5,20,4,5,0.0301,101325
4,6,2,10,0.0302,101564,4,10,2,10,0.0302,101341,4,20,2,10,0.0302,101325,5,6,2,10,0.0302,101525,5,10,2,10,0.0302,101342,5,20,2,10,0.0302,101325,6,6,2,10,0.0302,101456,6,10,2,10,0.0302,101342,6,20,2,10,0.0302,101325,5,6,2,5,0.0302,101529,5,10,2,5,0.0302,101342,5,20,2,5,0.0302,101325,5,6,3,5,0.0302,101366,5,10,3,5,0.0302,101329,5,20,3,5,0.0302,101325,5,6,4,5,0.0302,101332,5,10,4,5,0.0302,101329,5,20,4,5,0.0302,101325
4,6,2,10,0.0303,101572,4,10,2,10,0.0303,101341,4,20,2,10,0.0303,101325,5,6,2,10,0.0303,101532,5,10,2,10,0.0303,101342,5,20,2,10,0.0303,101325,6,6,2,10,0.0303,101460,6,10,2,10,0.0303,101342,6,20,2,10,0.0303,101325,5,6,2,5,0.0303,101536,5,10,2,5,0.0303,101341,5,20,2,5,0.0303,101325,5,6,3,5,0.0303,101367,5,10,3,5,0.0303,101329,5,20,3,5,0.0303,101325,5,6,4,5,0.0303,101332,5,10,4,5,0.0303,101329,5,20,4,5,0.0303,101325
4,6,2,10,0.0304,101580,4,10,2,10,0.0304,101341,4,20,2,10,0.0304,101325,5,6,2,10,0.0304,101539,5,10,2,10,0.0304,101342,5,20,2,10,0.0304,101325,6,6,2,10,0.0304,101465,6,10,2,10,0.0304,101342,6,20,2,10,0.0304,101325,5,6,2,5,0.0304,101543,5,10,2,5,0.0304,101341,5,20,2,5,0.0304,101325,5,6,3,5,0.0304,101369,5,10,3,5,0.0304,101330,5,20,3,5,0.0304,101325,5,6,4,5,0.0304,101332,5,10,4,5,0.0304,101330,5,20,4,5,0.0304,101325
4,6,2,10,0.0305,101588,4,10,2,10,0.0305,101341,4,20,2,10,0.0305,101325,5,6,2,10,0.0305,101547,5,10,2,10,0.0305,101341,5,20,2,10,0.0305,101325,6,6,2,10,0.0305,101470,6,10,2,10,0.0305,101342,6,20,2,10,0.0305,101325,5,6,2,5,0.0305,101551,5,10,2,5,0.0305,101341,5,20,2,5,0.0305,101325,5,6,3,5,0.0305,101370,5,10,3,5,0.0305,101330,5,20,3,5,0.0305,101325,5,6,4,5,0.0305,101331,5,10,4,5,0.0305,101330,5,20,4,5,0.0305,101325
4,6,2,10,0.0306,101597,4,10,2,10,0.0306,101341,4,20,2,10,0.0306,101325,5,6,2,10,0.0306,101554,5,10,2,10,0.0306,101341,5,20,2,10,0.0306,101325,6,6,2,10,0.0306,101475,6,10,2,10,0.0306,101342,6,20,2,10,0.0306,101325,5,6,2,5,0.0306,101558,5,10,2,5,0.0306,101341,5,20,2,5,0.0306,101325,5,6,3,5,0.0306,101371,5,10,3,5,0.0306,101331,5,20,3,5,0.0306,101325,5,6,4,5,0.0306,101331,5,10,4,5,0.0306,101331,5,20,4,5,0.0306,101325
4,6,2,10,0.0307,101605,4,10,2,10,0.0307,101340,4,20,2,10,0.0307,101325,5,6,2,10,0.0307,101562,5,10,2,10,0.0307,101341,5,20,2,10,0.0307,101325,6,6,2,10,0.0307,101480,6,10,2,10,0.0307,101342,6,20,2,10,0.0307,101325,5,6,2,5,0.0307,101566,5,10,2,5,0.0307,101340,5,20,2,5,0.0307,101325,5,6,3,5,0.0307,101372,5,10,3,5,0.0307,101331,5,20,3,5,0.0307,101325,5,6,4,5,0.0307,101331,5,10,4,5,0.0307,101331,5,20,4,5,0.0307,101325
4,6,2,10,0.0308,101614,4,10,2,10,0.0308,101340,4,20,2,10,0.0308,101325,5,6,2,10,0.0308,101570,5,10,2,10,0.0308,101340,5,20,2,10,0.0308,101325,6,6,2,10,0.0308,101486,6,10,2,10,0.0308,101341,6,20,2,10,0.0308,101325,5,6,2,5,0.0308,101573,5,10,2,5,0.0308,101340,5,20,2,5,0.0308,101325,5,6,3,5,0.0308,101373,5,10,3,5,0.0308,101332,5,20,3,5,0.0308,101325,5,6,4,5,0.0308,101330,5,10,4,5,0.0308,101332,5,20,4,5,0.0308,101325
4,6,2,10,0.0309,101623,4,10,2,10,0.0309,101340,4,20,2,10,0.0309,101325,5,6,2,10,0.0309,101578,5,10,2,10,0.0309,101340,5,20,2,10,0.0309,101325,6,6,2,10,0.0309,101492,6,10,2,10,0.0309,101341,6,20,2,10,0.0309,101325,5,6,2,5,0.0309,101581,5,10,2,5,0.0309,101339,5,20,2,5,0.0309,101325,5,6,3,5,0.0309,101374,5,10,3,5,0.0309,101332,5,20,3,5,0.0309,101325,5,6,4,5,0.0309,101330,5,10,4,5,0.0309,101332,5,20,4,5,0.0309,101325
4,6,2,10,0.031,101632,4,10,2,10,0.031,101339,4,20,2,10,0.031,101325,5,6,2,10,0.031,101586,5,10,2,10,0.031,101339,5,20,2,10,0.031,101325,6,6,2,10,0.031,101498,6,10,2,10,0.031,101341,6,20,2,10,0.031,101325,5,6,2,5,0.031,101589,5,10,2,5,0.031,101338,5,20,2,5,0.031,101325,5,6,3,5,0.031,101375,5,10,3,5,0.031,101332,5,20,3,5,0.031,101325,5,6,4,5,0.031,101330,5,10,4,5,0.031,101332,5,20,4,5,0.031,101325
4,6,2,10,0.0311,101641,4,10,2,10,0.0311,101339,4,20,2,10,0.0311,101325,5,6,2,10,0.0311,101594,5,10,2,10,0.0311,101339,5,20,2,10,0.0311,101325,6,6,2,10,0.0311,101504,6,10,2,10,0.0311,101340,6,20,2,10,0.0311,101325,5,6,2,5,0.0311,101597,5,10,2,5,0.0311,101338,5,20,2,5,0.0311,101325,5,6,3,5,0.0311,101376,5,10,3,5,0.0311,101333,5,20,3,5,0.0311,101325,5,6,4,5,0.0311,101330,5,10,4,5,0.0311,101333,5,20,4,5,0.0311,101325
4,6,2,10,0.0312,101650,4,10,2,10,0.0312,101338,4,20,2,10,0.0312,101325,5,6,2,10,0.0312,101602,5,10,2,10,0.0312,101338,5,20,2,10,0.0312,101325,6,6,2,10,0.0312,101510,6,10,2,10,0.0312,101339,6,20,2,10,0.0312,101325,5,6,2,5,0.0312,101605,5,10,2,5,0.0312,101337,5,20,2,5,0.0312,101325,5,6,3,5,0.0312,101377,5,10,3,5,0.0312,101333,5,20,3,5,0.0312,101325,5,6,4,5,0.0312,101330,5,10,4,5,0.0312,101333,5,20,4,5,0.0312,101325
4,6,2,10,0.0313,101659,4,10,2,10,0.0313,101337,4,20,2,10,0.0313,101325,5,6,2,10,0.0313,101611,5,10,2,10,0.0313,101337,5,20,2,10,0.0313,101325,6,6,2,10,0.0313,101517,6,10,2,10,0.0313,101339,6,20,2,10,0.0313,101325,5,6,2,5,0.0313,101613,5,10,2,5,0.0313,101336,5,20,2,5,0.0313,101325,5,6,3,5,0.0313,101379,5,10,3,5,0.0313,101334,5,20,3,5,0.0313,101325,5,6,4,5,0.0313,101330,5,10,4,5,0.0313,101334,5,20,4,5,0.0313,101325
4,6,2,10,0.0314,101668,4,10,2,10,0.0314,101337,4,20,2,10,0.0314,101325,5,6,2,10,0.0314,101619,5,10,2,10,0.0314,101337,5,20,2,10,0.0314,101325,6,6,2,10,0.0314,101524,6,10,2,10,0.0314,101338,6,20,2,10,0.0314,101325,5,6,2,5,0.0314,101622,5,10,2,5,0.0314,101336,5,20,2,5,0.0314,101325,5,6,3,5,0.0314,101380,5,10,3,5,0.0314,101334,5,20,3,5,0.0314,101325,5,6,4,5,0.0314,101330,5,10,4,5,0.0314,101334,5,20,4,5,0.0314,101325
4,6,2,10,0.0315,101677,4,10,2,10,0.0315,101336,4,20,2,10,0.0315,101325,5,6,2,10,0.0315,101628,5,10,2,10,0.0315,101336,5,20,2,10,0.0315,101325,6,6,2,10,0.0315,101530,6,10,2,10,0.0315,101337,6,20,2,10,0.0315,101325,5,6,2,5,0.0315,101630,5,10,2,5,0.0315,101335,5,20,2,5,0.0315,101325,5,6,3,5,0.0315,101381,5,10,3,5,0.0315,101335,5,20,3,5,0.0315,101325,5,6,4,5,0.0315,101331,5,10,4,5,0.0315,101335,5,20,4,5,0.0315,101325
4,6,2,10,0.0316,101687,4,10,2,10,0.0316,101336,4,20,2,10,0.0316,101325,5,6,2,10,0.0316,101637,5,10,2,10,0.0316,101335,5,20,2,10,0.0316,101325,6,6,2,10,0.0316,101537,6,10,2,10,0.0316,101337,6,20,2,10,0.0316,101325,5,6,2,5,0.0316,101639,5,10,2,5,0.0316,101334,5,20,2,5,0.0316,101325,5,6,3,5,0.0316,101382,5,10,3,5,0.0316,101335,5,20,3,5,0.0316,101325,5,6,4,5,0.0316,101331,5,10,4,5,0.0316,101335,5,20,4,5,0.0316,101325
4,6,2,10,0.0317,101697,4,10,2,10,0.0317,101335,4,20,2,10,0.0317,101325,5,6,2,10,0.0317,101646,5,10,2,10,0.0317,101334,5,20,2,10,0.0317,101325,6,6,2,10,0.0317,101545,6,10,2,10,0.0317,101336,6,20,2,10,0.0317,101325,5,6,2,5,0.0317,101647,5,10,2,5,0.0317,101333,5,20,2,5,0.0317,101325,5,6,3,5,0.0317,101384,5,10,3,5,0.0317,101335,5,20,3,5,0.0317,101325,5,6,4,5,0.0317,101331,5,10,4,5,0.0317,101335,5,20,4,5,0.0317,101325
4,6,2,10,0.0318,101706,4,10,2,10,0.0318,101334,4,20,2,10,0.0318,101325,5,6,2,10,0.0318,101655,5,10,2,10,0.0318,101334,5,20,2,10,0.0318,101325,6,6,2,10,0.0318,101552,6,10,2,10,0.0318,101335,6,20,2,10,0.0318,101325,5,6,2,5,0.0318,101656,5,10,2,5,0.0318,101333,5,20,2,5,0.0318,101325,5,6,3,5,0.0318,101385,5,10,3,5,0.0318,101336,5,20,3,5,0.0318,101325,5,6,4,5,0.0318,101332,5,10,4,5,0.0318,101336,5,20,4,5,0.0318,101325
4,6,2,10,0.0319,101716,4,10,2,10,0.0319,101334,4,20,2,10,0.0319,101325,5,6,2,10,0.0319,101664,5,10,2,10,0.0319,101333,5,20,2,10,0.0319,101325,6,6,2,10,0.0319,101559,6,10,2,10,0.0319,101334,6,20,2,10,0.0319,101325,5,6,2,5,0.0319,101665,5,10,2,5,0.0319,101332,5,20,2,5,0.0319,101325,5,6,3,5,0.0319,101387,5,10,3,5,0.0319,101336,5,20,3,5,0.0319,101325,5,6,4,5,0.0319,101332,5,10,4,5,0.0319,101336,5,20,4,5,0.0319,101325
4,6,2,10,0.032,101726,4,10,2,10,0.032,101333,4,20,2,10,0.032,101325,5,6,2,10,0.032,101674,5,10,2,10,0.032,101332,5,20,2,10,0.032,101325,6,6,2,10,0.032,101567,6,10,2,10,0.032,101333,6,20,2,10,0.032,101325,5,6,2,5,0.032,101675,5,10,2,5,0.032,101331,5,20,2,5,0.032,101325,5,6,3,5,0.032,101389,5,10,3,5,0.032,101336,5,20,3,5,0.032,101325,5,6,4,5,0.032,101333,5,10,4,5,0.032,101336,5,20,4,5,0.032,101325
